CMDLINE C:\Users\Usuario\AppData\Local\Microsoft\WindowsApps\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\python.exe julia_set_memory_profiling.py
MEM 137.566406 1712634178.0911
MEM 137.566406 1712634178.1917
MEM 137.566406 1712634178.2920
MEM 137.566406 1712634178.3924
MEM 137.566406 1712634178.4926
MEM 137.566406 1712634178.5931
MEM 137.566406 1712634178.6935
MEM 137.566406 1712634178.7937
MEM 137.566406 1712634178.8943
MEM 137.566406 1712634178.9946
MEM 137.566406 1712634179.0949
MEM 137.566406 1712634179.1955
MEM 137.566406 1712634179.2959
MEM 137.566406 1712634179.3963
MEM 137.566406 1712634179.4964
MEM 137.566406 1712634179.5969
MEM 137.566406 1712634179.6971
MEM 137.566406 1712634179.7976
MEM 137.566406 1712634179.8979
MEM 137.566406 1712634179.9983
MEM 137.566406 1712634180.0987
MEM 137.566406 1712634180.1991
MEM 137.566406 1712634180.2995
MEM 137.566406 1712634180.4000
MEM 137.566406 1712634180.5003
MEM 137.566406 1712634180.6005
MEM 137.566406 1712634180.7010
MEM 137.566406 1712634180.8012
MEM 137.566406 1712634180.9016
MEM 137.566406 1712634181.0020
MEM 137.566406 1712634181.1022
MEM 137.566406 1712634181.2025
MEM 137.566406 1712634181.3031
MEM 137.566406 1712634181.4033
MEM 137.566406 1712634181.5039
MEM 137.566406 1712634181.6046
MEM 137.566406 1712634181.7047
MEM 137.566406 1712634181.8049
MEM 137.566406 1712634181.9054
MEM 137.566406 1712634182.0060
MEM 137.566406 1712634182.1062
MEM 137.566406 1712634182.2067
MEM 137.566406 1712634182.3073
MEM 137.566406 1712634182.4078
MEM 137.566406 1712634182.5081
MEM 137.566406 1712634182.6087
MEM 137.566406 1712634182.7089
MEM 137.566406 1712634182.8095
MEM 137.566406 1712634182.9096
MEM 137.566406 1712634183.0098
MEM 137.566406 1712634183.1103
MEM 137.566406 1712634183.2109
MEM 137.566406 1712634183.3114
MEM 137.566406 1712634183.4119
MEM 137.566406 1712634183.5123
MEM 137.566406 1712634183.6129
MEM 137.566406 1712634183.7131
MEM 137.566406 1712634183.8135
MEM 137.566406 1712634183.9138
MEM 137.566406 1712634184.0142
MEM 137.566406 1712634184.1146
MEM 137.566406 1712634184.2152
MEM 137.566406 1712634184.3153
MEM 137.566406 1712634184.4157
MEM 137.566406 1712634184.5163
MEM 137.566406 1712634184.6167
MEM 137.566406 1712634184.7172
MEM 137.566406 1712634184.8175
MEM 137.566406 1712634184.9180
MEM 137.566406 1712634185.0182
MEM 137.566406 1712634185.1187
MEM 137.566406 1712634185.2192
MEM 137.628906 1712634185.3196
MEM 137.628906 1712634185.4201
MEM 137.628906 1712634185.5204
MEM 137.628906 1712634185.6205
MEM 137.628906 1712634185.7211
MEM 137.628906 1712634185.8213
MEM 137.628906 1712634185.9219
MEM 137.628906 1712634186.0220
MEM 137.628906 1712634186.1223
MEM 137.628906 1712634186.2224
MEM 137.628906 1712634186.3232
MEM 137.628906 1712634186.4236
MEM 137.628906 1712634186.5239
MEM 137.628906 1712634186.6241
MEM 137.628906 1712634186.7247
MEM 137.628906 1712634186.8249
MEM 137.628906 1712634186.9252
MEM 137.628906 1712634187.0256
MEM 137.628906 1712634187.1258
MEM 137.628906 1712634187.2263
MEM 137.628906 1712634187.3267
MEM 137.628906 1712634187.4268
MEM 137.628906 1712634187.5271
MEM 137.628906 1712634187.6275
MEM 137.628906 1712634187.7278
MEM 137.628906 1712634187.8281
MEM 137.628906 1712634187.9283
MEM 137.628906 1712634188.0286
MEM 137.628906 1712634188.1288
MEM 137.628906 1712634188.2291
MEM 137.628906 1712634188.3297
MEM 137.628906 1712634188.4299
MEM 137.628906 1712634188.5304
MEM 137.628906 1712634188.6308
MEM 137.628906 1712634188.7314
MEM 137.628906 1712634188.8319
MEM 137.628906 1712634188.9325
MEM 137.628906 1712634189.0329
MEM 137.628906 1712634189.1332
MEM 137.628906 1712634189.2335
MEM 137.628906 1712634189.3337
MEM 137.628906 1712634189.4342
MEM 137.628906 1712634189.5346
MEM 137.628906 1712634189.6351
MEM 137.628906 1712634189.7352
MEM 137.628906 1712634189.8357
MEM 137.628906 1712634189.9362
MEM 137.628906 1712634190.0364
MEM 137.628906 1712634190.1369
MEM 137.628906 1712634190.2371
MEM 137.628906 1712634190.3375
MEM 137.628906 1712634190.4379
MEM 137.628906 1712634190.5381
MEM 137.628906 1712634190.6384
MEM 137.628906 1712634190.7389
MEM 137.628906 1712634190.8395
MEM 137.628906 1712634190.9397
MEM 137.628906 1712634191.0400
MEM 137.628906 1712634191.1403
MEM 137.628906 1712634191.2407
MEM 137.628906 1712634191.3413
MEM 137.628906 1712634191.4419
MEM 137.628906 1712634191.5421
MEM 137.628906 1712634191.6427
MEM 137.628906 1712634191.7428
MEM 137.628906 1712634191.8431
MEM 137.628906 1712634191.9436
MEM 137.628906 1712634192.0440
MEM 137.628906 1712634192.1446
MEM 137.628906 1712634192.2447
MEM 137.628906 1712634192.3451
MEM 137.628906 1712634192.4457
MEM 137.628906 1712634192.5462
MEM 137.628906 1712634192.6464
MEM 137.628906 1712634192.7468
MEM 137.628906 1712634192.8470
MEM 137.628906 1712634192.9476
MEM 137.628906 1712634193.0480
MEM 137.628906 1712634193.1486
MEM 137.628906 1712634193.2488
MEM 137.628906 1712634193.3489
MEM 137.628906 1712634193.4493
MEM 137.628906 1712634193.5495
MEM 137.628906 1712634193.6500
MEM 137.628906 1712634193.7504
MEM 137.628906 1712634193.8507
MEM 137.628906 1712634193.9509
MEM 137.628906 1712634194.0511
MEM 137.628906 1712634194.1516
MEM 137.628906 1712634194.2522
MEM 137.628906 1712634194.3528
MEM 137.628906 1712634194.4534
MEM 137.628906 1712634194.5536
MEM 137.628906 1712634194.6537
MEM 137.628906 1712634194.7540
MEM 137.628906 1712634194.8545
MEM 137.628906 1712634194.9548
MEM 137.628906 1712634195.0554
MEM 137.628906 1712634195.1558
MEM 137.628906 1712634195.2560
MEM 137.628906 1712634195.3563
MEM 137.628906 1712634195.4568
MEM 137.628906 1712634195.5570
MEM 137.628906 1712634195.6575
MEM 137.628906 1712634195.7577
MEM 137.628906 1712634195.8578
MEM 137.628906 1712634195.9583
MEM 137.628906 1712634196.0586
MEM 137.628906 1712634196.1592
MEM 137.628906 1712634196.2593
MEM 137.628906 1712634196.3599
MEM 137.628906 1712634196.4605
MEM 137.628906 1712634196.5608
MEM 137.628906 1712634196.6609
MEM 137.628906 1712634196.7612
MEM 137.628906 1712634196.8617
MEM 137.628906 1712634196.9622
MEM 137.628906 1712634197.0626
MEM 137.628906 1712634197.1630
MEM 137.628906 1712634197.2637
MEM 137.628906 1712634197.3638
MEM 137.628906 1712634197.4644
MEM 137.628906 1712634197.5650
MEM 137.628906 1712634197.6655
MEM 137.628906 1712634197.7659
MEM 137.628906 1712634197.8662
MEM 137.628906 1712634197.9666
MEM 137.628906 1712634198.0672
MEM 137.628906 1712634198.1674
MEM 137.628906 1712634198.2677
MEM 137.628906 1712634198.3682
MEM 137.628906 1712634198.4685
MEM 137.628906 1712634198.5686
MEM 137.628906 1712634198.6688
MEM 137.628906 1712634198.7693
MEM 137.628906 1712634198.8699
MEM 137.628906 1712634198.9703
MEM 137.628906 1712634199.0705
MEM 137.628906 1712634199.1707
MEM 137.628906 1712634199.2711
MEM 137.628906 1712634199.3712
MEM 137.628906 1712634199.4715
MEM 137.628906 1712634199.5719
MEM 137.628906 1712634199.6724
MEM 137.628906 1712634199.7727
MEM 137.628906 1712634199.8731
MEM 137.628906 1712634199.9734
MEM 137.628906 1712634200.0736
MEM 137.628906 1712634200.1739
MEM 137.628906 1712634200.2742
MEM 137.628906 1712634200.3747
MEM 137.628906 1712634200.4751
MEM 137.628906 1712634200.5753
MEM 137.628906 1712634200.6755
MEM 137.628906 1712634200.7759
MEM 137.628906 1712634200.8764
MEM 137.628906 1712634200.9767
MEM 137.628906 1712634201.0772
MEM 137.628906 1712634201.1775
MEM 137.628906 1712634201.2778
MEM 137.628906 1712634201.3783
MEM 137.628906 1712634201.4786
MEM 137.628906 1712634201.5792
MEM 137.628906 1712634201.6794
MEM 137.628906 1712634201.7800
MEM 137.628906 1712634201.8804
MEM 137.628906 1712634201.9809
MEM 137.628906 1712634202.0815
MEM 137.628906 1712634202.1819
MEM 137.628906 1712634202.2825
MEM 137.628906 1712634202.3830
MEM 137.628906 1712634202.4833
MEM 137.628906 1712634202.5839
MEM 137.628906 1712634202.6989
MEM 137.628906 1712634202.7995
MEM 137.628906 1712634202.9000
MEM 137.628906 1712634203.0002
MEM 137.628906 1712634203.1004
MEM 137.628906 1712634203.2008
MEM 137.628906 1712634203.3011
MEM 137.628906 1712634203.4014
MEM 137.628906 1712634203.5019
MEM 137.628906 1712634203.6024
MEM 137.628906 1712634203.7027
MEM 137.628906 1712634203.8032
MEM 137.628906 1712634203.9034
MEM 137.628906 1712634204.0039
MEM 137.628906 1712634204.1046
MEM 137.628906 1712634204.2051
MEM 137.628906 1712634204.3055
MEM 137.628906 1712634204.4062
MEM 137.628906 1712634204.5062
MEM 137.628906 1712634204.6065
MEM 137.628906 1712634204.7067
MEM 137.628906 1712634204.8070
MEM 137.628906 1712634204.9073
MEM 137.628906 1712634205.0077
MEM 137.628906 1712634205.1084
MEM 137.628906 1712634205.2087
MEM 137.628906 1712634205.3092
MEM 137.628906 1712634205.4096
MEM 137.628906 1712634205.5100
MEM 137.628906 1712634205.6106
MEM 137.628906 1712634205.7109
MEM 137.628906 1712634205.8112
MEM 137.628906 1712634205.9115
MEM 137.628906 1712634206.0118
MEM 137.628906 1712634206.1121
MEM 137.628906 1712634206.2122
MEM 137.628906 1712634206.3128
MEM 137.628906 1712634206.4133
MEM 137.628906 1712634206.5136
MEM 137.628906 1712634206.6138
MEM 137.628906 1712634206.7140
MEM 137.628906 1712634206.8146
MEM 137.628906 1712634206.9148
MEM 137.628906 1712634207.0154
MEM 137.628906 1712634207.1157
MEM 137.628906 1712634207.2159
MEM 137.628906 1712634207.3162
MEM 137.628906 1712634207.4165
MEM 137.628906 1712634207.5169
MEM 137.628906 1712634207.6173
MEM 137.628906 1712634207.7177
MEM 137.628906 1712634207.8180
MEM 137.628906 1712634207.9182
MEM 137.628906 1712634208.0185
MEM 137.628906 1712634208.1190
MEM 137.628906 1712634208.2194
MEM 137.628906 1712634208.3196
MEM 137.628906 1712634208.4201
MEM 137.628906 1712634208.5203
MEM 137.628906 1712634208.6208
MEM 137.628906 1712634208.7213
MEM 137.628906 1712634208.8217
MEM 137.628906 1712634208.9222
MEM 137.628906 1712634209.0224
MEM 137.628906 1712634209.1227
MEM 137.628906 1712634209.2233
MEM 137.628906 1712634209.3238
MEM 137.628906 1712634209.4244
MEM 137.628906 1712634209.5245
MEM 137.628906 1712634209.6249
MEM 137.628906 1712634209.7254
MEM 137.628906 1712634209.8258
MEM 137.628906 1712634209.9260
MEM 137.628906 1712634210.0264
MEM 137.628906 1712634210.1268
MEM 137.628906 1712634210.2274
MEM 137.628906 1712634210.3276
MEM 137.628906 1712634210.4277
MEM 137.628906 1712634210.5280
MEM 137.628906 1712634210.6281
MEM 137.628906 1712634210.7283
MEM 137.628906 1712634210.8286
MEM 137.628906 1712634210.9291
MEM 137.628906 1712634211.0294
MEM 137.628906 1712634211.1300
MEM 137.628906 1712634211.2303
MEM 137.628906 1712634211.3305
MEM 137.628906 1712634211.4307
MEM 137.628906 1712634211.5309
MEM 137.628906 1712634211.6315
MEM 137.628906 1712634211.7316
MEM 137.628906 1712634211.8320
MEM 137.628906 1712634211.9323
MEM 137.628906 1712634212.0324
MEM 137.628906 1712634212.1326
MEM 137.628906 1712634212.2328
MEM 137.628906 1712634212.3331
MEM 137.628906 1712634212.4336
MEM 137.628906 1712634212.5340
MEM 137.628906 1712634212.6345
MEM 137.628906 1712634212.7350
MEM 137.628906 1712634212.8353
MEM 137.628906 1712634212.9355
MEM 137.628906 1712634213.0358
MEM 137.628906 1712634213.1364
MEM 137.628906 1712634213.2368
MEM 137.628906 1712634213.3373
MEM 137.628906 1712634213.4379
MEM 137.628906 1712634213.5381
MEM 137.628906 1712634213.6382
MEM 137.628906 1712634213.7387
MEM 137.628906 1712634213.8391
MEM 137.628906 1712634213.9394
MEM 137.628906 1712634214.0400
MEM 137.628906 1712634214.1403
MEM 137.628906 1712634214.2406
MEM 137.628906 1712634214.3408
MEM 137.628906 1712634214.4414
MEM 137.628906 1712634214.5415
MEM 137.628906 1712634214.6417
MEM 137.628906 1712634214.7422
MEM 137.628906 1712634214.8425
MEM 137.628906 1712634214.9431
MEM 137.628906 1712634215.0436
MEM 137.628906 1712634215.1439
MEM 137.628906 1712634215.2443
MEM 137.628906 1712634215.3449
MEM 137.628906 1712634215.4451
MEM 137.628906 1712634215.5457
MEM 137.628906 1712634215.6462
MEM 137.628906 1712634215.7464
MEM 137.628906 1712634215.8470
MEM 137.628906 1712634215.9476
MEM 137.628906 1712634216.0478
MEM 137.628906 1712634216.1484
MEM 137.628906 1712634216.2488
MEM 137.628906 1712634216.3491
MEM 137.628906 1712634216.4497
MEM 137.628906 1712634216.5502
MEM 137.628906 1712634216.6508
MEM 137.628906 1712634216.7513
MEM 137.628906 1712634216.8515
MEM 137.628906 1712634216.9521
MEM 137.628906 1712634217.0525
MEM 137.628906 1712634217.1527
MEM 137.628906 1712634217.2534
MEM 137.628906 1712634217.3536
MEM 137.628906 1712634217.4542
MEM 137.628906 1712634217.5545
MEM 137.628906 1712634217.6552
MEM 137.628906 1712634217.7556
MEM 137.628906 1712634217.8562
MEM 137.628906 1712634217.9567
MEM 137.691406 1712634218.0574
MEM 137.691406 1712634218.1575
MEM 137.691406 1712634218.2582
MEM 137.691406 1712634218.3585
MEM 137.691406 1712634218.4589
MEM 137.691406 1712634218.5594
MEM 137.691406 1712634218.6596
MEM 137.691406 1712634218.7601
MEM 137.691406 1712634218.8606
MEM 137.691406 1712634218.9607
MEM 137.691406 1712634219.0610
MEM 137.691406 1712634219.1615
MEM 137.691406 1712634219.2620
MEM 137.691406 1712634219.3626
MEM 137.691406 1712634219.4628
MEM 137.691406 1712634219.5631
MEM 137.691406 1712634219.6633
MEM 137.691406 1712634219.7637
MEM 137.691406 1712634219.8641
MEM 137.691406 1712634219.9645
MEM 137.691406 1712634220.0650
MEM 137.691406 1712634220.1653
MEM 137.691406 1712634220.2655
MEM 137.691406 1712634220.3657
MEM 137.691406 1712634220.4661
MEM 137.691406 1712634220.5665
MEM 137.691406 1712634220.6668
MEM 137.691406 1712634220.7671
MEM 137.691406 1712634220.8675
MEM 137.691406 1712634220.9681
MEM 137.691406 1712634221.0685
MEM 137.691406 1712634221.1690
MEM 137.691406 1712634221.2693
MEM 137.691406 1712634221.3699
MEM 137.691406 1712634221.4705
MEM 137.691406 1712634221.5710
MEM 137.691406 1712634221.6711
MEM 137.691406 1712634221.7715
MEM 137.691406 1712634221.8716
MEM 137.691406 1712634221.9721
MEM 137.691406 1712634222.0727
MEM 137.691406 1712634222.1730
MEM 137.691406 1712634222.2735
MEM 137.691406 1712634222.3738
MEM 137.691406 1712634222.4744
MEM 137.691406 1712634222.5751
MEM 137.691406 1712634222.6753
MEM 137.691406 1712634222.7759
MEM 137.691406 1712634222.8762
MEM 137.691406 1712634222.9764
MEM 137.691406 1712634223.0770
MEM 137.691406 1712634223.1775
MEM 137.691406 1712634223.2779
MEM 137.691406 1712634223.3784
MEM 137.691406 1712634223.4789
MEM 137.691406 1712634223.5790
MEM 137.691406 1712634223.6794
MEM 137.691406 1712634223.7796
MEM 137.691406 1712634223.8802
MEM 137.691406 1712634223.9805
MEM 137.691406 1712634224.0808
MEM 137.691406 1712634224.1814
MEM 137.691406 1712634224.2818
MEM 137.691406 1712634224.3822
MEM 137.691406 1712634224.4827
MEM 137.691406 1712634224.5831
MEM 137.691406 1712634224.6837
MEM 137.691406 1712634224.7839
MEM 137.691406 1712634224.8842
MEM 137.691406 1712634224.9845
MEM 137.691406 1712634225.0850
MEM 137.691406 1712634225.1852
MEM 137.691406 1712634225.2854
MEM 137.691406 1712634225.3858
MEM 137.691406 1712634225.4862
MEM 137.691406 1712634225.5866
MEM 137.691406 1712634225.6872
MEM 137.691406 1712634225.7874
MEM 137.691406 1712634225.8879
MEM 137.691406 1712634225.9882
MEM 137.691406 1712634226.0883
MEM 137.691406 1712634226.1886
MEM 137.691406 1712634226.2891
MEM 137.691406 1712634226.3895
MEM 137.691406 1712634226.4900
MEM 137.691406 1712634226.5905
MEM 137.691406 1712634226.6908
MEM 137.691406 1712634226.7913
MEM 137.691406 1712634226.8917
MEM 137.691406 1712634226.9923
MEM 137.691406 1712634227.0926
MEM 137.691406 1712634227.1929
MEM 137.691406 1712634227.2933
MEM 137.691406 1712634227.3939
MEM 137.691406 1712634227.4941
MEM 137.691406 1712634227.5946
MEM 137.691406 1712634227.6952
MEM 137.691406 1712634227.7957
MEM 137.691406 1712634227.8962
MEM 137.691406 1712634227.9967
MEM 137.691406 1712634228.0972
MEM 137.691406 1712634228.1975
MEM 137.691406 1712634228.2978
MEM 137.691406 1712634228.3984
MEM 137.691406 1712634228.4990
MEM 137.691406 1712634228.5993
MEM 137.691406 1712634228.6994
MEM 137.691406 1712634228.7999
MEM 137.691406 1712634228.9000
MEM 137.691406 1712634229.0003
MEM 137.691406 1712634229.1008
MEM 137.691406 1712634229.2011
MEM 137.691406 1712634229.3016
MEM 137.691406 1712634229.4018
MEM 137.691406 1712634229.5023
MEM 137.691406 1712634229.6029
MEM 137.691406 1712634229.7035
MEM 137.691406 1712634229.8039
MEM 137.691406 1712634229.9041
MEM 137.691406 1712634230.0042
MEM 137.691406 1712634230.1048
MEM 137.691406 1712634230.2051
MEM 137.691406 1712634230.3053
MEM 137.691406 1712634230.4058
MEM 137.691406 1712634230.5062
MEM 137.691406 1712634230.6065
MEM 137.691406 1712634230.7067
MEM 137.691406 1712634230.8072
MEM 137.691406 1712634230.9076
MEM 137.691406 1712634231.0081
MEM 137.691406 1712634231.1087
MEM 137.691406 1712634231.2090
MEM 137.691406 1712634231.3095
MEM 137.691406 1712634231.4100
MEM 137.691406 1712634231.5101
MEM 137.691406 1712634231.6104
MEM 137.691406 1712634231.7107
MEM 137.691406 1712634231.8110
MEM 137.691406 1712634231.9112
MEM 137.691406 1712634232.0114
MEM 137.691406 1712634232.1116
MEM 137.691406 1712634232.2118
MEM 137.691406 1712634232.3120
MEM 137.691406 1712634232.4125
MEM 137.691406 1712634232.5126
MEM 137.691406 1712634232.6128
MEM 137.691406 1712634232.7132
MEM 137.691406 1712634232.8135
MEM 137.691406 1712634232.9138
MEM 137.691406 1712634233.0141
MEM 137.691406 1712634233.1144
MEM 137.691406 1712634233.2147
MEM 137.691406 1712634233.3154
MEM 137.691406 1712634233.4160
MEM 137.691406 1712634233.5162
MEM 137.691406 1712634233.6168
MEM 137.691406 1712634233.7173
MEM 137.691406 1712634233.8177
MEM 137.691406 1712634233.9180
MEM 137.691406 1712634234.0186
MEM 137.691406 1712634234.1188
MEM 137.691406 1712634234.2191
MEM 137.691406 1712634234.3193
MEM 137.691406 1712634234.4197
MEM 137.691406 1712634234.5202
MEM 137.691406 1712634234.6203
MEM 137.691406 1712634234.7204
MEM 137.691406 1712634234.8208
MEM 137.691406 1712634234.9210
MEM 137.691406 1712634235.0213
MEM 137.691406 1712634235.1216
MEM 137.691406 1712634235.2222
MEM 137.691406 1712634235.3228
MEM 137.691406 1712634235.4229
MEM 137.691406 1712634235.5233
MEM 137.691406 1712634235.6235
MEM 137.691406 1712634235.7240
MEM 137.691406 1712634235.8243
MEM 137.691406 1712634235.9249
MEM 137.691406 1712634236.0254
MEM 137.691406 1712634236.1259
MEM 137.691406 1712634236.2261
MEM 137.691406 1712634236.3266
MEM 137.691406 1712634236.4268
MEM 137.691406 1712634236.5271
MEM 137.691406 1712634236.6274
MEM 137.691406 1712634236.7276
MEM 137.691406 1712634236.8278
MEM 137.691406 1712634236.9282
MEM 137.691406 1712634237.0284
MEM 137.691406 1712634237.1286
MEM 137.691406 1712634237.2291
MEM 137.691406 1712634237.3293
MEM 137.691406 1712634237.4298
MEM 137.691406 1712634237.5303
MEM 137.691406 1712634237.6307
MEM 137.691406 1712634237.7313
MEM 137.691406 1712634237.8318
MEM 137.691406 1712634237.9319
MEM 137.691406 1712634238.0320
MEM 137.691406 1712634238.1325
MEM 137.691406 1712634238.2327
MEM 137.691406 1712634238.3330
MEM 137.691406 1712634238.4332
MEM 137.691406 1712634238.5336
MEM 137.691406 1712634238.6338
MEM 137.691406 1712634238.7341
MEM 137.691406 1712634238.8344
MEM 137.691406 1712634238.9348
MEM 137.691406 1712634239.0350
MEM 137.691406 1712634239.1351
MEM 137.691406 1712634239.2357
MEM 137.691406 1712634239.3360
MEM 137.691406 1712634239.4363
MEM 137.691406 1712634239.5369
MEM 137.691406 1712634239.6371
MEM 137.691406 1712634239.7373
MEM 137.691406 1712634239.8378
MEM 137.691406 1712634239.9380
MEM 137.691406 1712634240.0383
MEM 137.691406 1712634240.1388
MEM 137.691406 1712634240.2391
MEM 137.691406 1712634240.3397
MEM 137.691406 1712634240.4400
MEM 137.691406 1712634240.5404
MEM 137.691406 1712634240.6406
MEM 137.691406 1712634240.7409
MEM 137.691406 1712634240.8413
MEM 137.691406 1712634240.9414
MEM 137.691406 1712634241.0418
MEM 137.691406 1712634241.1421
MEM 137.691406 1712634241.2423
MEM 137.691406 1712634241.3427
MEM 137.691406 1712634241.4430
MEM 137.691406 1712634241.5436
MEM 137.691406 1712634241.6441
MEM 137.691406 1712634241.7445
MEM 137.691406 1712634241.8451
MEM 137.691406 1712634241.9456
MEM 137.691406 1712634242.0462
MEM 137.691406 1712634242.1557
MEM 137.691406 1712634242.2562
MEM 137.691406 1712634242.3567
MEM 137.691406 1712634242.4568
MEM 137.691406 1712634242.5573
MEM 137.691406 1712634242.6578
MEM 137.691406 1712634242.7581
MEM 137.691406 1712634242.8584
MEM 137.691406 1712634242.9587
MEM 137.691406 1712634243.0591
MEM 137.691406 1712634243.1596
MEM 137.691406 1712634243.2600
MEM 137.691406 1712634243.3602
MEM 137.691406 1712634243.4605
MEM 137.691406 1712634243.5611
MEM 137.691406 1712634243.6614
MEM 137.691406 1712634243.7618
MEM 137.691406 1712634243.8620
MEM 137.691406 1712634243.9624
MEM 137.691406 1712634244.0630
MEM 137.691406 1712634244.1635
MEM 137.691406 1712634244.2637
MEM 137.691406 1712634244.3642
MEM 137.691406 1712634244.4643
MEM 137.691406 1712634244.5644
MEM 137.691406 1712634244.6649
MEM 137.691406 1712634244.7650
MEM 137.691406 1712634244.8652
MEM 137.691406 1712634244.9657
MEM 137.691406 1712634245.0659
MEM 137.691406 1712634245.1662
MEM 137.691406 1712634245.2663
MEM 137.691406 1712634245.3667
MEM 137.691406 1712634245.4673
MEM 137.691406 1712634245.5676
MEM 137.691406 1712634245.6682
MEM 137.691406 1712634245.7684
MEM 137.691406 1712634245.8689
MEM 137.691406 1712634245.9695
MEM 137.691406 1712634246.0699
MEM 137.691406 1712634246.1702
MEM 137.691406 1712634246.2706
MEM 137.691406 1712634246.3709
MEM 137.691406 1712634246.4714
MEM 137.691406 1712634246.5718
MEM 137.691406 1712634246.6720
MEM 137.691406 1712634246.7724
MEM 137.691406 1712634246.8730
MEM 137.691406 1712634246.9736
MEM 137.691406 1712634247.0739
MEM 137.691406 1712634247.1744
MEM 137.691406 1712634247.2750
MEM 137.691406 1712634247.3752
MEM 137.691406 1712634247.4756
MEM 137.691406 1712634247.5758
MEM 137.691406 1712634247.6759
MEM 137.691406 1712634247.7765
MEM 137.691406 1712634247.8767
MEM 137.691406 1712634247.9772
MEM 137.691406 1712634248.0778
MEM 137.691406 1712634248.1782
MEM 137.691406 1712634248.2783
MEM 137.691406 1712634248.3788
MEM 137.691406 1712634248.4791
MEM 137.691406 1712634248.5794
MEM 137.691406 1712634248.6800
MEM 137.691406 1712634248.7803
MEM 137.691406 1712634248.8806
MEM 137.691406 1712634248.9809
MEM 137.691406 1712634249.0815
MEM 137.691406 1712634249.1819
MEM 137.691406 1712634249.2822
MEM 137.691406 1712634249.3825
MEM 137.691406 1712634249.4831
MEM 137.691406 1712634249.5837
MEM 137.691406 1712634249.6843
MEM 137.691406 1712634249.7845
MEM 137.691406 1712634249.8851
MEM 137.691406 1712634249.9855
MEM 137.691406 1712634250.0862
MEM 137.691406 1712634250.1867
MEM 137.691406 1712634250.2868
MEM 137.691406 1712634250.3873
MEM 137.691406 1712634250.4878
MEM 137.691406 1712634250.5884
MEM 137.691406 1712634250.6887
MEM 137.753906 1712634250.7890
MEM 137.753906 1712634250.8893
MEM 137.753906 1712634250.9897
MEM 137.753906 1712634251.0901
MEM 137.753906 1712634251.1905
MEM 137.753906 1712634251.2913
MEM 137.753906 1712634251.3916
MEM 137.753906 1712634251.4921
MEM 137.753906 1712634251.5925
MEM 137.753906 1712634251.6927
MEM 137.753906 1712634251.7929
MEM 137.753906 1712634251.8934
MEM 137.753906 1712634251.9937
MEM 137.753906 1712634252.0941
MEM 137.753906 1712634252.1946
MEM 137.753906 1712634252.2949
MEM 137.753906 1712634252.3953
MEM 137.753906 1712634252.4956
MEM 137.753906 1712634252.5962
MEM 137.753906 1712634252.6964
MEM 137.753906 1712634252.7969
MEM 137.753906 1712634252.8973
MEM 137.753906 1712634252.9977
MEM 137.753906 1712634253.0978
MEM 137.753906 1712634253.1981
MEM 137.753906 1712634253.2985
MEM 137.753906 1712634253.3991
MEM 137.753906 1712634253.4993
MEM 137.753906 1712634253.5997
MEM 137.753906 1712634253.7000
MEM 137.753906 1712634253.8002
MEM 137.753906 1712634253.9005
MEM 137.753906 1712634254.0008
MEM 137.753906 1712634254.1011
MEM 137.753906 1712634254.2016
MEM 137.753906 1712634254.3021
MEM 137.753906 1712634254.4027
MEM 137.753906 1712634254.5029
MEM 137.753906 1712634254.6032
MEM 137.753906 1712634254.7035
MEM 137.753906 1712634254.8040
MEM 137.753906 1712634254.9043
MEM 137.753906 1712634255.0047
MEM 137.753906 1712634255.1050
MEM 137.753906 1712634255.2054
MEM 137.753906 1712634255.3059
MEM 137.753906 1712634255.4063
MEM 137.753906 1712634255.5066
MEM 137.753906 1712634255.6071
MEM 137.753906 1712634255.7076
MEM 137.753906 1712634255.8080
MEM 137.753906 1712634255.9085
MEM 137.753906 1712634256.0088
MEM 137.753906 1712634256.1091
MEM 137.753906 1712634256.2093
MEM 137.753906 1712634256.3098
MEM 137.753906 1712634256.4103
MEM 137.753906 1712634256.5108
MEM 137.753906 1712634256.6112
MEM 137.753906 1712634256.7116
MEM 137.753906 1712634256.8119
MEM 137.753906 1712634256.9120
MEM 137.753906 1712634257.0122
MEM 137.753906 1712634257.1126
MEM 137.753906 1712634257.2128
MEM 137.753906 1712634257.3134
MEM 137.753906 1712634257.4138
MEM 137.753906 1712634257.5143
MEM 137.753906 1712634257.6146
MEM 137.753906 1712634257.7150
MEM 137.753906 1712634257.8156
MEM 137.753906 1712634257.9158
MEM 137.753906 1712634258.0161
MEM 137.753906 1712634258.1164
MEM 137.753906 1712634258.2167
MEM 137.753906 1712634258.3168
MEM 137.753906 1712634258.4174
MEM 137.753906 1712634258.5179
MEM 137.753906 1712634258.6185
MEM 137.753906 1712634258.7192
MEM 137.753906 1712634258.8196
MEM 137.753906 1712634258.9202
MEM 137.753906 1712634259.0204
MEM 137.753906 1712634259.1209
MEM 137.753906 1712634259.2212
MEM 137.753906 1712634259.3214
MEM 137.753906 1712634259.4220
MEM 137.753906 1712634259.5225
MEM 137.753906 1712634259.6226
MEM 137.753906 1712634259.7233
MEM 137.753906 1712634259.8239
MEM 137.753906 1712634259.9243
MEM 137.753906 1712634260.0245
MEM 137.753906 1712634260.1250
